hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
10,21,0,0,State-gov,Some-college,10,Never-married,Own-child,White,Male,United-States,3284,Other-service
38,32,0,0,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,56010,Adm-clerical
35,49,0,0,Private,Assoc-acdm,12,Separated,Unmarried,White,Male,United-States,10500,Sales
35,35,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-relative,White,Male,Ireland,16550,Craft-repair
40,45,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,13495,Handlers-cleaners
50,29,0,0,Private,Some-college,10,Never-married,Other-relative,White,Male,United-States,20000,Sales
30,22,0,0,Private,Assoc-voc,11,Never-married,Not-in-family,White,Female,United-States,8117,Priv-house-serv
20,22,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,5550,Adm-clerical
30,22,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,12050,Prof-specialty
50,36,0,0,Private,9th,5,Married-civ-spouse,Own-child,White,Male,United-States,99999,Sales
60,38,0,0,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,20210,Protective-serv
40,36,25236,0,Self-emp-not-inc,Prof-school,15,Divorced,Unmarried,White,Male,United-States,99999,Prof-specialty
32,38,0,0,Self-emp-not-inc,Prof-school,15,Never-married,Not-in-family,White,Female,United-States,18571,Prof-specialty
40,30,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,Poland,48248,Handlers-cleaners
40,28,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,23297,Other-service
40,28,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,18105,Sales
40,26,0,0,Private,HS-grad,9,Never-married,Not-in-family,Black,Male,United-States,27900,Adm-clerical
25,18,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,2000,Other-service
50,37,4934,0,Private,Bachelors,13,Married-spouse-absent,Unmarried,White,Male,United-States,54934,Exec-managerial
43,49,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,68906,Prof-specialty
12,22,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,5158,Farming-fishing
50,63,0,0,Federal-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
60,37,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,33574,Sales
50,38,0,0,Private,Prof-school,15,Never-married,Not-in-family,White,Female,United-States,99999,Prof-specialty
40,39,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,37000,Exec-managerial
45,24,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,9593,Adm-clerical
40,52,0,0,Private,Doctorate,16,Never-married,Not-in-family,White,Male,United-States,61001,Exec-managerial
40,48,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,79500,Transport-moving
20,22,0,0,State-gov,Bachelors,13,Never-married,Own-child,White,Female,United-States,3600,Prof-specialty
40,52,0,1755,Private,Bachelors,13,Divorced,Unmarried,White,Female,United-States,81545,Prof-specialty
40,50,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,31200,Prof-specialty
20,23,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,6800,Adm-clerical
40,23,0,0,Private,Bachelors,13,Never-married,Not-in-family,Black,Female,United-States,20810,Exec-managerial
60,49,0,1902,State-gov,Doctorate,16,Married-civ-spouse,Husband,Black,Male,?,88899,Prof-specialty
40,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,?,2900,Tech-support
35,18,0,0,Private,Some-college,10,Never-married,Own-child,Black,Male,?,764,Other-service
40,49,0,0,Private,Assoc-voc,11,Never-married,Other-relative,Black,Male,?,12000,Sales
30,50,7298,0,Local-gov,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,68502,Adm-clerical
32,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,5275,Other-service
40,51,0,0,Local-gov,Masters,14,Married-civ-spouse,Wife,White,Female,United-States,99999,Prof-specialty
38,49,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,15318,Adm-clerical
40,65,2346,0,Private,Some-college,10,Widowed,Not-in-family,White,Female,United-States,24486,Adm-clerical
35,61,1471,0,Local-gov,HS-grad,9,Widowed,Unmarried,White,Female,United-States,30685,Adm-clerical
20,37,0,0,Private,Some-college,10,Never-married,Unmarried,White,Female,Puerto-Rico,14048,Transport-moving
50,37,0,0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
30,55,15024,0,Private,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
42,43,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,76597,Prof-specialty
50,43,99999,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,37,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,23000,Transport-moving
40,59,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,31398,Craft-repair
32,37,0,0,?,Assoc-voc,11,Never-married,Own-child,White,Female,United-States,7000,?
45,33,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,24000,Sales
41,67,0,0,Private,Masters,14,Divorced,Unmarried,White,Male,United-States,7651,Adm-clerical
40,31,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,83960,Transport-moving
12,41,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,84574,Sales
18,30,0,0,Private,Bachelors,13,Never-married,Own-child,White,Male,United-States,434,Sales
30,20,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,6500,Other-service
50,37,0,0,Private,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,71000,Prof-specialty
50,53,0,1902,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,97226,Exec-managerial
40,43,0,0,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,29267,Machine-op-inspct
50,29,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,56500,Sales
42,28,0,0,Private,Bachelors,13,Separated,Not-in-family,White,Male,United-States,35750,Sales
60,28,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,36300,Exec-managerial
40,31,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,46020,Sales
30,30,0,0,Private,Masters,14,Married-civ-spouse,Wife,White,Female,United-States,33000,Prof-specialty
40,37,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,34070,Sales
50,28,7688,0,Private,Some-college,10,Married-civ-spouse,Own-child,White,Male,United-States,97749,Exec-managerial
41,47,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,28800,Exec-managerial
40,39,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,18200,Adm-clerical
40,44,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
36,53,0,0,Private,9th,5,Divorced,Not-in-family,White,Female,Canada,13197,Other-service
7,42,0,0,Self-emp-not-inc,Doctorate,16,Never-married,Not-in-family,White,Male,?,13000,Prof-specialty
18,23,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,8212,Tech-support
40,27,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,43077,Prof-specialty
40,27,0,0,Private,Masters,14,Never-married,Not-in-family,White,Female,United-States,14762,Exec-managerial
40,25,0,0,Private,Assoc-acdm,12,Never-married,Not-in-family,White,Female,United-States,13180,Adm-clerical
40,33,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,30024,Other-service
50,32,0,0,Private,Assoc-voc,11,Divorced,Not-in-family,White,Female,United-States,28000,Exec-managerial
30,32,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,5635,Adm-clerical
37,47,0,0,Private,HS-grad,9,Separated,Unmarried,White,Female,United-States,36028,Exec-managerial
40,21,0,0,State-gov,Some-college,10,Never-married,Own-child,White,Male,United-States,23028,Exec-managerial
24,30,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,16000,Other-service
40,61,0,0,Private,12th,8,Widowed,Unmarried,White,Female,Italy,25350,Machine-op-inspct
20,23,1055,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,4055,Adm-clerical
40,37,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,20633,Exec-managerial
40,64,0,0,Private,11th,7,Married-civ-spouse,Husband,Black,Male,United-States,47103,Machine-op-inspct
24,25,0,0,Private,HS-grad,9,Never-married,Own-child,Black,Male,United-States,9412,Sales
40,43,0,0,Private,Some-college,10,Divorced,Unmarried,Black,Female,United-States,24516,Adm-clerical
25,19,0,0,Private,HS-grad,9,Never-married,Own-child,Black,Male,United-States,9100,Sales
40,32,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,29550,Transport-moving
34,34,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,10780,Other-service
10,48,0,0,Private,HS-grad,9,Widowed,Not-in-family,White,Female,United-States,10000,Machine-op-inspct
40,60,3103,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,53619,Machine-op-inspct
40,68,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,Ireland,99999,Prof-specialty
30,30,0,0,Self-emp-not-inc,Some-college,10,Never-married,Own-child,White,Male,United-States,20000,Craft-repair
40,28,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,29800,Adm-clerical
38,46,0,0,State-gov,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,26449,Adm-clerical
44,36,0,1876,State-gov,Bachelors,13,Divorced,Not-in-family,White,Male,United-States,42508,Prof-specialty
50,27,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,32457,Other-service
60,38,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,64574,Sales
40,49,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,44010,Prof-specialty
8,60,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,81301,Adm-clerical
40,51,0,2415,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
50,36,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,32002,Tech-support
40,34,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,83100,Sales
40,34,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,90250,Prof-specialty
40,35,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,India,36000,Sales
40,31,7688,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,87910,Prof-specialty
20,20,0,0,Private,Some-college,10,Never-married,Not-in-family,Other,Female,United-States,1715,Prof-specialty
68,44,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,41996,Sales
15,17,0,0,Private,11th,7,Never-married,Own-child,White,Female,United-States,4364,Sales
40,32,0,1672,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,38410,Craft-repair
60,62,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,54126,Adm-clerical
40,31,0,0,Federal-gov,HS-grad,9,Never-married,Own-child,White,Female,United-States,10956,Handlers-cleaners
43,22,0,0,Federal-gov,HS-grad,9,Never-married,Own-child,White,Male,United-States,17000,Handlers-cleaners
40,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,2291,Machine-op-inspct
50,38,7688,0,?,Bachelors,13,Married-civ-spouse,Wife,Other,Female,?,92188,?
40,59,0,0,Private,Prof-school,15,Married-civ-spouse,Husband,Black,Male,?,42440,Exec-managerial
45,34,0,0,Private,Masters,14,Never-married,Not-in-family,Black,Male,?,75193,Prof-specialty
40,44,0,0,Self-emp-not-inc,Bachelors,13,Divorced,Not-in-family,White,Male,United-States,14000,Craft-repair
40,62,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,43857,Machine-op-inspct
18,28,0,0,Private,Doctorate,16,Never-married,Own-child,White,Male,United-States,6200,Adm-clerical
25,26,0,0,Private,Bachelors,13,Never-married,Own-child,White,Male,United-States,5500,Adm-clerical
20,64,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,41364,Other-service
40,48,0,0,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,27800,Adm-clerical
20,22,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,3300,Prof-specialty
53,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,18000,Craft-repair
40,77,0,0,Private,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,10050,Exec-managerial
50,44,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,97100,Sales
50,55,15024,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,?,99999,Prof-specialty
40,56,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,?,86701,Prof-specialty
45,39,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,?,52000,Prof-specialty
50,35,15024,0,Private,Masters,14,Married-civ-spouse,Wife,White,Female,United-States,99999,Prof-specialty
40,49,0,2231,Local-gov,9th,5,Widowed,Unmarried,White,Male,United-States,99999,Handlers-cleaners
50,23,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,25300,Tech-support
20,51,7688,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,99999,Adm-clerical
30,35,0,1977,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,99999,Exec-managerial
50,50,15024,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,99999,Craft-repair
40,46,0,0,Private,Bachelors,13,Separated,Unmarried,White,Female,United-States,13530,Exec-managerial
40,23,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,15360,Adm-clerical
10,55,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,41214,Adm-clerical
30,19,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,4800,Prof-specialty
20,40,5013,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,49974,Sales
40,59,0,0,Private,11th,7,Married-civ-spouse,Husband,White,Male,United-States,21177,Machine-op-inspct
40,33,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,4800,Sales
45,30,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,20008,Machine-op-inspct
40,35,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,57690,Sales
60,36,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,72030,Prof-specialty
40,27,13550,0,Private,Bachelors,13,Never-married,Not-in-family,Asian-Pac-Islander,Male,United-States,63625,Prof-specialty
40,26,4650,0,Private,Bachelors,13,Never-married,Not-in-family,Asian-Pac-Islander,Male,Vietnam,46725,Prof-specialty
40,60,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,25191,Transport-moving
40,26,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,18000,Craft-repair
9,21,0,0,Private,Assoc-acdm,12,Never-married,Own-child,White,Female,United-States,10775,Other-service
50,25,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,14010,Prof-specialty
55,22,13550,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,67047,Craft-repair
40,90,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,England,99999,Exec-managerial
38,32,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,40602,Craft-repair
40,30,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,29003,Sales
70,29,0,0,Local-gov,Prof-school,15,Never-married,Not-in-family,White,Female,United-States,33130,Prof-specialty
35,26,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,United-States,9205,Adm-clerical
33,60,0,0,Private,HS-grad,9,Divorced,Other-relative,White,Female,United-States,13844,Sales
42,36,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,59540,Sales
40,47,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,58432,Adm-clerical
16,67,0,0,Private,Some-college,10,Widowed,Not-in-family,White,Female,United-States,18927,Prof-specialty
40,45,0,0,Private,Assoc-voc,11,Divorced,Not-in-family,White,Male,United-States,61300,Exec-managerial
40,24,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,30500,Sales
38,52,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,15600,Other-service
40,62,0,0,Private,Masters,14,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,China,60000,Adm-clerical
38,41,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,31459,Tech-support
40,38,3103,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,57223,Craft-repair
40,48,7688,0,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,92092,Exec-managerial
64,26,10520,0,Private,Bachelors,13,Never-married,Own-child,White,Male,United-States,70520,Prof-specialty
20,23,0,0,Private,Bachelors,13,Never-married,Own-child,White,Male,United-States,5389,Sales
24,60,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,32000,Craft-repair
35,43,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,53000,Adm-clerical
35,55,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Own-child,White,Male,United-States,12500,Craft-repair
40,35,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,93950,Prof-specialty
